id,sepal_length_cm,sepal_width_cm,petal_length_cm,petal_width_cm,class
33,7.2330085811126565,2.934653085392181,2.2161118584390698,1.6908010097617656,Iris-virginica
34,7.874431942457145,3.370922739560449,4.6189031128879625,0.7391980109923284,Iris-versicolor
35,7.711138810949572,2.937246112820061,0.2905610019138263,0.45885356309388814,Iris-virginica
36,6.7455068576465385,3.1874323772082978,4.553336700590207,0.49716734573179777,Iris-virginica
37,7.142000448567568,2.178949218955128,3.8826187495585573,1.2609548803040482,Iris-versicolor
38,7.27620020983479,2.5505418383432965,0.5254672896794713,-0.04076107667441581,Iris-virginica
39,5.99928767460906,2.0940933511434507,0.8157982988778415,1.5965350950355996,Iris-versicolor
40,7.1362909267630545,2.8151955795948482,4.7932681985214645,0.6657572212230752,Iris-virginica
41,7.408946527329734,3.0240299047758348,1.4793282727822585,-0.16224539908986374,Iris-virginica
42,7.859602020156937,2.780038666466219,1.3827721627271976,0.9059977468032587,Iris-setosa
43,6.275670545064427,3.829845684160198,3.817816578841208,-0.0857265127890584,Iris-virginica
44,5.126295822311827,2.5622845862826913,4.26932881372272,-0.11882239405067074,Iris-versicolor
45,5.40671914429796,1.9257218590679122,1.5717864614564003,0.7753775991602337,Iris-virginica
46,7.856725901512536,1.85560978470182,1.6732293778044884,-0.11726182488049092,Iris-versicolor
47,7.159825869406903,3.6311845081575025,1.0892409928638807,2.3656016044311983,Iris-virginica
48,8.235386035582598,4.0588726864355875,1.1324676975096148,-0.161268666273246,Iris-virginica
49,7.846911825617038,2.813313640156633,0.8936704937535431,-0.07673116487606207,Iris-setosa
50,5.023092853028729,2.160674226440915,3.2073580976599043,1.4013168591638183,Iris-virginica
51,5.879100112135961,2.7737533493903914,4.683286226401069,0.7029933588846697,Iris-versicolor
52,6.360751064967049,1.9881155870257727,3.592413168929066,1.4780282319881877,Iris-setosa
53,5.668992269080329,3.262140873166207,2.9755967936123313,-0.2681886004648589,Iris-virginica
54,7.520122900404802,2.9323176735948158,1.7578839017446095,-0.0702507032280491,Iris-virginica
55,6.997138661771044,2.4150859398895586,3.852500576133555,0.839284118463825,Iris-setosa
56,5.330421826797806,2.4677573740196066,4.636995690667114,-0.395758146124179,Iris-versicolor
57,5.540770683699992,2.610984285039673,0.6482778351638495,0.10554308956577346,Iris-setosa
58,6.296863389052493,2.007459794712882,3.6232817453597312,0.6552185655883358,Iris-setosa
59,5.812084059009106,3.0153039033415787,2.0464891768866247,0.26619174016798614,Iris-virginica
60,8.540288818655236,2.086320416357414,5.168787107935695,-0.26080068444110155,Iris-versicolor
61,5.228319249465555,3.2171914283371814,4.402621864996552,1.1039240760947213,Iris-virginica
62,6.243350019980025,2.709097579777865,-0.08222084987544376,1.3272428132917324,Iris-versicolor
63,8.202813459065531,2.96488183813268,3.8068625669402687,0.6712003779059431,Iris-versicolor
64,6.205736376414265,3.0260373684237325,5.898690856706047,0.3232575445947732,Iris-virginica
65,5.85692603172357,3.886758513879703,0.4464587968613454,1.375636007084941,Iris-setosa
66,8.17585199544048,3.7405700127716033,2.7072135885875865,-0.18095913337983144,Iris-setosa
67,6.295884470392274,2.828698915271817,3.9280273906657515,1.2743698318916579,Iris-setosa
68,6.6800312100778605,2.5747828261661714,3.862495750932167,-0.29500688475061204,Iris-versicolor
69,5.913656437250019,3.0721012269378276,0.1664365121285183,0.3809838707371225,Iris-virginica
70,6.378786129963148,3.5070258315667475,5.000396097276884,-0.038794586981064416,Iris-virginica
71,8.042810709047986,2.244531379299737,5.104990548703302,-0.16211219521631148,Iris-virginica
72,6.333508942561419,2.611979752586709,5.1361113646099525,1.179389562247181,Iris-setosa
73,8.731789124510785,3.10132915460615,1.735628420402028,1.4395891557597817,Iris-versicolor
74,6.542241800819071,2.664498425474022,0.17882673044279285,0.4056992128618109,Iris-setosa
75,6.177071785139543,2.6240800931003614,2.7026707973377952,-0.3042647212439991,Iris-setosa
76,7.235040187989191,2.710923044913147,1.1686125010155455,1.8270724688018973,Iris-virginica
77,8.131032880982918,2.3809878044297985,1.507353689679681,-0.12469808525950415,Iris-virginica
78,5.800226043654804,2.834541447443963,2.196372602217258,1.040228772700094,Iris-virginica
79,6.989783175701681,2.263931632539201,6.168927826881182,1.3728520821933703,Iris-virginica
80,8.166117678034764,2.771848290527528,2.687866556588566,1.4397163291457598,Iris-virginica
81,7.828474378693949,3.142146875478595,2.0325655390269928,1.049416951930994,Iris-virginica
82,6.107014757440982,2.3641091402431087,0.22361874401285364,1.1858214913533216,Iris-versicolor
83,5.774633877719801,4.031870798599292,4.248038493575248,0.499655881650066,Iris-versicolor
84,7.874720551302707,2.6352766196530943,3.0946270549253794,-0.29942450255777403,Iris-virginica
85,8.240551944835538,2.911398506793009,4.585327182855755,1.4440824674508066,Iris-setosa
86,8.014587892409988,2.8030324621002247,1.2889497934771523,0.5007961864757644,Iris-virginica
87,6.719189357345536,3.291923916463551,1.881422153311177,1.3272743781908594,Iris-versicolor
88,5.065794652888601,2.9569015354702226,5.792693916051584,-0.05594201673492971,Iris-virginica
89,6.105022291543288,3.3188828511252484,5.0403205741163095,0.34559732612612176,Iris-versicolor
90,7.9918677239936375,2.5883646196280385,5.184651020994164,0.8144512369050012,Iris-virginica
91,7.617076306411157,2.7535182537498333,3.1145686927395104,-0.17313948768625081,Iris-setosa
92,6.354934099108617,3.0493380069943106,4.423153629959785,-0.18551473453214784,Iris-setosa
93,5.584091312521909,3.349471223521685,1.6543811410524296,-0.32196855318443,Iris-virginica
94,6.577139801286552,3.607227638822531,1.2695551357936041,-0.0197506628954614,Iris-versicolor
95,7.617909731061371,3.2027045662599445,1.4978774503911962,0.3496795321505053,Iris-virginica
96,8.002779854269987,2.3796255014331815,1.6565914455270123,-0.1271309796891525,Iris-setosa
97,6.6364753408027335,3.7534980536342872,2.0704834291093954,1.389151762705246,Iris-setosa
98,8.141272220895045,2.710165458460533,1.4736957758729583,0.5339365630824022,Iris-versicolor
99,7.7294449313938,3.7101566139014492,0.6003174021916899,0.5621616922372288,Iris-versicolor
100,7.7029838491561415,2.4618980789692206,0.2670735668973174,0.05613319891092278,Iris-setosa
101,7.438425196395176,2.745026750198842,3.4853047139513,1.1674031507924343,Iris-versicolor
102,8.14638793730528,2.6155693429769022,0.2608128547672337,0.9755077275710575,Iris-virginica
103,5.449264990482031,2.407157509937654,6.179304745054322,-0.21735526394313553,Iris-versicolor
104,4.908820233029898,2.5402218211042045,3.7347487978383374,1.193013223349779,Iris-virginica
105,6.645403120213839,2.2157315078732367,1.297726285377634,0.20639255115774635,Iris-virginica
106,7.27655353650665,2.0299942147309418,2.774219061692273,2.336355328597584,Iris-setosa
107,8.745895891710767,3.0992642935246257,4.627415044084647,0.1712802048528425,Iris-versicolor
108,7.577611324366684,2.1398014826972123,4.42575583555433,-0.06881165212335427,Iris-virginica
109,6.844694231913251,2.763484797173467,2.0898201802581635,-0.27639141639678483,Iris-versicolor
110,6.39681312301978,3.5464530471717155,3.999574331746237,0.5119739725742161,Iris-versicolor
111,8.52127363836113,2.0718816215979015,1.9251564040221494,0.5938318599111636,Iris-versicolor
112,8.023503653935677,3.989480109399639,5.444668002433738,1.2359976450524688,Iris-versicolor
113,6.364002821733395,2.721877561641564,3.36797151480047,0.5475116105851869,Iris-versicolor
114,6.035295527032922,3.313638992123197,5.157768784403771,0.6540585229100815,Iris-virginica
115,7.559132708998977,3.9778226206276415,7.188798076031568,0.708046144705878,Iris-setosa
116,6.602461073174825,2.6831916245482956,4.564102860129281,-0.15386994864366776,Iris-virginica
117,8.103239625693973,3.412022554316704,2.6036875631949323,0.1531317984126575,Iris-virginica
118,6.611929736874158,2.8779420216330123,1.9775601425825584,0.4733775940155869,Iris-versicolor
119,6.854959312846594,2.347910548827903,1.4157031928204031,0.3458751388873369,Iris-virginica
120,5.92607064758427,3.6392822719298192,0.02047529006497495,1.458513879282635,Iris-setosa
121,7.97693775979461,2.6614986815602695,3.309805519376097,0.54672146988446,Iris-setosa
122,8.51634030073895,2.2117205564681512,1.050549610745704,1.929769351114501,Iris-virginica
123,5.127286815522812,2.969940335357318,1.3929982421067104,0.6613100428461591,Iris-virginica
124,6.478565291083417,2.2959382650708733,5.391152975852943,0.011732146700421414,Iris-versicolor
125,6.529784849362716,2.41331095781846,3.6776687531155616,1.529113057936479,Iris-setosa
126,7.317792199535599,3.3548228169966334,2.4841603209213203,-0.06847491445162401,Iris-virginica
127,5.1951603218703175,2.9535027054933716,4.684685507595877,0.7730653462848979,Iris-versicolor
128,7.2432919257087995,2.623209121553458,2.1921758444339607,-0.37241014057932337,Iris-setosa
129,6.540146379779419,3.231890699920789,0.8021942946722515,-0.44246591471403157,Iris-setosa
130,6.1857999798134635,2.5124070166520367,2.0295504201075656,0.05313114110553102,Iris-virginica
131,6.029116790014004,2.1891672274862333,1.4076095242019846,-0.31350343985097756,Iris-setosa
132,4.889839479977414,2.788910994298249,4.173891410105906,1.5809968752892223,Iris-versicolor
133,6.049039624460825,2.90478656391177,0.20297228945765555,0.5514098150569184,Iris-setosa
134,6.9373716202649245,2.126469211529617,0.7015805386448419,0.40670215961335726,Iris-setosa
135,7.488000942165664,2.2703654697877473,4.661957787270443,0.06760464767685098,Iris-setosa
136,6.457282682668448,2.437910032354554,1.6013379109421884,1.0389970367108365,Iris-versicolor
137,8.502956344852603,2.1695155240297144,5.65936906121689,0.035462629460240036,Iris-virginica
138,8.56018048287044,2.9162840681223887,0.2630224131585246,0.19079175841434054,Iris-setosa
139,6.543278873327089,3.0747517951674155,1.0414904318127554,0.4852634364120727,Iris-versicolor
140,7.9357961305317835,2.9226782946396055,0.5025221655917571,-0.07895882879511357,Iris-virginica
141,7.764019549140328,2.5847859004804183,1.657892274469025,0.46045545483006733,Iris-virginica
142,8.143633691008407,3.7454037104068134,0.341610481497193,1.086489129653368,Iris-versicolor
143,7.880533638818627,3.239350142822827,5.8156913124571785,0.6547013085316746,Iris-setosa
144,6.813244806198391,3.1470402627835297,0.9646757903692533,0.5174446995908129,Iris-versicolor
145,7.86021980466614,4.069777756020724,2.6011483903961903,0.682153632877437,Iris-virginica
146,7.378419137259661,2.2510171539031334,1.1938073149221353,1.7087222423238089,Iris-virginica
147,5.138759243777563,2.6815369395477355,2.130560202381876,0.7349598032131065,Iris-virginica
148,6.211303089591295,3.0537560305307085,1.0653649400766652,-0.3766469031810595,Iris-virginica
149,5.55247249528681,2.163922410095128,5.994354659405645,0.44954042968000896,Iris-virginica
150,8.36094876030512,1.8676414008301572,2.5663926545864744,0.2844888930993359,Iris-virginica
151,5.380092067096555,2.8129800793294506,4.551873158086504,1.4959182455856892,Iris-setosa
152,5.565708801387205,3.705351148354246,1.6801150066818555,1.7669851195347754,Iris-setosa
153,7.584395609010315,2.4938449135056695,1.3503203013557847,-0.3242730232121283,Iris-setosa
154,6.58181416017023,2.56510915538672,2.3606820805139836,1.5543756424665858,Iris-versicolor
155,7.493604491752613,2.791437760870492,0.2944563420472808,2.218564524033138,Iris-setosa
156,5.84500036621216,2.545653646079214,1.8873437247730558,-0.23305819373163839,Iris-virginica
157,5.867059379573804,2.7852682049216186,0.6632276165574815,-0.06885344860251519,Iris-setosa
158,6.346751708593328,2.6675644633146347,6.365868056263324,1.0585553165816342,Iris-versicolor
159,6.484459221198392,2.3565699661523993,1.6662295458267706,0.7860939999010578,Iris-virginica
160,4.863527239813945,2.768491367430038,1.4452831636306225,0.5694417224047759,Iris-versicolor
161,6.217349329227728,2.7858269369661715,0.224831325699558,0.526519934443199,Iris-virginica
162,6.2488480010781995,2.1946811038579845,5.424420657923027,-0.03373988950669232,Iris-setosa
163,6.332085792694897,2.2183049281783136,1.4852838041230898,2.478995201848611,Iris-versicolor
164,5.405440711873772,2.343761682260622,1.1827290513533462,-0.20214222946777194,Iris-setosa
165,6.27562307494138,2.4019408033589205,1.4818487973806078,-1.0109647387796272,Iris-setosa
166,7.0892325583262545,2.8811026793685897,5.625318770003561,0.3683086186714859,Iris-virginica
167,5.429387437758064,2.377829613528715,0.6319822242254534,0.08465003571201013,Iris-virginica
168,7.8486005053661785,2.951596236588487,3.5693126122390284,0.21592989054655942,Iris-setosa
169,8.72683808187902,3.034499083528466,4.543865303265069,0.8269582994915841,Iris-setosa
170,6.906894508984206,2.222587245358789,3.4859818479939646,1.2747411698240672,Iris-virginica
171,4.742217179994282,2.562821206209229,5.46273222371519,0.6372411415009445,Iris-setosa
172,8.01730449407483,2.4863360013490157,0.6197767204271846,0.38938728757103447,Iris-virginica
173,8.417112832360727,2.14135493102878,1.4650243737308655,1.356918230768812,Iris-virginica
174,5.252270795646916,3.732947768125227,0.5054667076496264,1.7435392202691244,Iris-setosa
175,7.54439543718582,3.7981221267504646,1.8345155564439393,1.9983502951821062,Iris-setosa
176,6.132835083108637,2.984948699291886,2.0452580126986657,1.4876775224398744,Iris-virginica
177,7.597250047595439,2.8940350130700567,0.4660038754078426,-0.07676409543540097,Iris-setosa
178,6.922049008802361,2.6188279596101434,2.8136607106589393,1.41948858100084,Iris-versicolor
179,8.12145704919698,3.542467589101832,4.04386884178145,0.6597168117424996,Iris-virginica
180,6.812322297847038,2.1449104036391367,0.6495066997911655,0.7504708311956785,Iris-setosa
181,5.364504292365786,2.4131003462389025,0.4195019960033952,-0.28650563861184714,Iris-setosa
182,5.874133176310707,2.667182682330067,3.4338834888900633,-0.34103491688920523,Iris-setosa
183,5.878060634047384,4.049705440671714,0.8910287306202943,1.2015883803875431,Iris-setosa
184,6.670889567457848,3.433285459068649,1.1667006167684582,0.6493905729971705,Iris-virginica
185,5.591091070834914,2.733656604265037,2.672567634795258,0.3390187942425502,Iris-virginica
186,7.563007012018709,2.4059882122076997,1.7231365362367126,0.9328019594402305,Iris-virginica
187,5.444206027836026,3.125095154552592,1.8137742315080714,2.3969269340673587,Iris-virginica
188,6.2217209640504425,2.2338406113049945,1.828010286064348,1.0428812685575823,Iris-virginica
189,4.649066044347854,2.7815238080025892,0.3265498609226132,0.6677401965899005,Iris-setosa
190,7.345814932375958,2.280261160873591,3.033040465757245,2.0095401171932936,Iris-setosa
191,7.5295578656338975,3.2637249955446723,0.8886541961972759,-0.2343074998137274,Iris-virginica
192,5.955405248580214,2.4487328713479575,3.9089847066668817,-0.006197491375853681,Iris-virginica
193,6.591817715631202,4.0837200779256,1.6472556267630134,0.027932213490664243,Iris-versicolor
194,5.846555173114,3.4369436606519423,6.2171289414051065,-0.2134356907112357,Iris-virginica
195,7.723133353316754,2.6346793552678918,1.7214363847599612,2.467589125032239,Iris-versicolor
196,7.306996784807871,2.205175409969306,2.8357098567892693,0.8471008302413423,Iris-virginica
197,8.67971061233685,2.563562235706724,1.9208820535765163,0.47754886018905074,Iris-virginica
198,7.450963866993821,2.0588678648824956,1.7158169377636752,1.470707590405759,Iris-versicolor
199,6.631044701227137,3.018294570831999,3.0773355796575377,-0.42725175732588266,Iris-setosa
200,7.249970238134867,3.626347190010467,5.0438918070364025,1.609863484652113,Iris-setosa
201,5.963124688967762,3.837532965842091,2.136478763332227,0.023251127311433112,Iris-virginica
202,5.987123193111556,2.5778868450862706,1.5396486586109521,0.9616296152634211,Iris-setosa
203,5.638889261613328,2.74707089134483,6.0387910777345795,0.7542160103933342,Iris-setosa
204,7.6124552129628675,3.216935228759905,0.35209481040907487,1.6141465594943205,Iris-virginica
205,8.574885610637068,3.1086453162166925,0.7024084554933677,1.4215478969508308,Iris-setosa
206,7.193911106937041,2.6949213621042105,1.0907067193025373,0.2062454270731528,Iris-setosa
207,7.196038630273269,2.8118842035758416,4.262028588130473,0.7595640285382214,Iris-setosa
208,8.539512548526254,2.4006811923496523,4.870589429589191,1.4308759904037502,Iris-versicolor
209,8.576840896889763,2.7911623709459668,4.33112172345974,1.5256525372129186,Iris-versicolor
210,5.036961045002679,3.2485818981581165,3.9749756864377312,1.6817736036293087,Iris-virginica
211,4.788800445675288,3.085630981657388,1.8948666527625122,0.11977954629430523,Iris-setosa
212,8.5586153944018,2.179257692337565,2.1266772184348666,-0.36236254419839514,Iris-virginica
213,8.00064167354935,2.4231695174269943,0.5315673713857723,2.0137590309605597,Iris-versicolor
214,6.39422465243002,2.8154899440960257,1.3600888484289637,-0.2177119317484057,Iris-setosa
215,8.188292600913222,3.1575032422175764,1.1999862196737443,0.9433902207890652,Iris-virginica
216,5.764349322100125,4.404172652052683,5.125675242497961,1.282849067143324,Iris-versicolor
217,8.948557057443336,3.5667782118270237,3.056315036234406,1.3331125007910083,Iris-virginica
218,5.271611770262675,3.9429618072410966,1.550472668119737,0.613381524052671,Iris-virginica
219,6.3507861527034875,3.7632273222503176,6.126490604542658,-0.32632829159048987,Iris-virginica
220,7.291247491208979,2.4801662529676554,3.157457807445983,-0.11378225006732723,Iris-setosa
221,6.121861034114855,4.31401201109576,1.2478964687276521,0.8972598830232619,Iris-setosa
222,5.379453786388012,2.4931789640286284,2.3418025082636738,1.2842434054417318,Iris-versicolor
223,6.000115301236335,1.8976161604663886,0.7484947795935244,0.9664711851756657,Iris-setosa
224,6.509842049981501,3.349495309939933,2.3500068589928733,1.340735436984307,Iris-virginica
225,6.916134891001166,2.5186033602997098,0.5691888177069433,0.8636171310741914,Iris-versicolor
226,5.772028362905883,2.917526629037595,3.9745610324163616,0.6782507597254994,Iris-setosa
227,6.505382085012431,3.099801555833408,2.3757061526135215,1.1264979134336441,Iris-versicolor
228,7.5324857241606775,2.487226485167392,1.2394555179707227,-0.1613001151963882,Iris-setosa
229,7.732429170921977,3.6255857665551012,1.7073697958243428,1.6108127846338078,Iris-setosa
230,5.147867170232205,2.618619482655938,5.505137441204492,-0.1828833008521457,Iris-versicolor
231,6.828426808944057,3.119470509803392,1.0547926518714472,0.2781829777542339,Iris-versicolor
232,5.094911830350578,3.274348467076293,1.243684082462771,-1.0567241333583914,Iris-versicolor
233,6.506704533410058,1.9969091556467324,3.773073598340164,1.9668792291795878,Iris-setosa
234,8.652934277792603,3.3104351667440315,1.1013586159038966,0.002197698288059269,Iris-virginica
235,7.0165299445988545,2.983884232959269,5.868938524875142,-0.3531299433150675,Iris-virginica
236,7.658223178419539,3.1171101200011937,0.5944312500523956,1.627246563750432,Iris-virginica
237,7.820602009480687,3.028942478910726,5.640577736057431,1.8728889851553712,Iris-virginica
238,5.753642296857686,2.548839493186406,1.949387095067348,0.7599515797066587,Iris-versicolor
239,7.485405439328517,3.2573071046842936,0.26243842627883973,0.23328186490402048,Iris-setosa
240,5.997136923071449,2.8369984027969615,3.88158614027233,-0.3730278394891868,Iris-virginica
241,7.4875513552475175,2.220608163418299,1.1539881166505348,2.303048172358504,Iris-setosa
242,5.927936872228074,2.4002977396199148,1.4585631615330255,-0.10424400197504136,Iris-virginica
243,7.752088607293014,4.380473642456994,4.421123536206132,0.5673035594776441,Iris-versicolor
244,8.09797058046287,2.757475967417389,4.001004284254884,-0.0680565911996448,Iris-versicolor
245,6.117576004501496,2.9602249265600142,5.219669660184826,0.7234122195702094,Iris-versicolor
246,6.5030684716651965,4.102959948651419,2.9727284344839235,-0.14521418218800503,Iris-setosa
247,5.46254761737254,3.3498484460953226,1.2234214812165571,0.6924526145882842,Iris-setosa
248,8.162984750804734,3.044536201245689,1.192267791683504,1.3314631369056096,Iris-versicolor
249,5.340335839044359,3.191992047329097,1.337532525360484,1.2569684867945365,Iris-setosa
250,8.739686418252102,3.0824400727068597,1.6983922541105216,-0.21716167118284885,Iris-versicolor
251,6.56445621468488,2.1979680557986745,4.075079608423925,-0.33481558167217645,Iris-versicolor
252,7.80437717307581,2.123274159404346,0.5410100109522884,0.8910058034562883,Iris-virginica
253,6.269379470784348,2.820243372518164,0.7609354697880227,-0.17811663823387786,Iris-setosa
254,4.83027236051143,3.0961281537025105,0.14623215773577813,0.7694722216550797,Iris-versicolor
255,4.9285873153876,2.951681845433499,6.9816276676906455,0.39996036840681715,Iris-versicolor
256,8.375057762117962,2.6349970652543857,5.290373404325739,0.5304356528642602,Iris-versicolor
257,6.1019850626917895,1.8310559323650366,1.1999620046897157,1.6122841227492133,Iris-versicolor
258,6.764832090475,2.9225658523393254,4.343779792293404,1.5063473378629542,Iris-setosa
259,6.973495598243421,2.573825132117494,2.4384825572769553,1.7556532032609755,Iris-virginica
260,8.640225862563229,2.611664957704187,1.3296207701734322,0.9681685882789253,Iris-virginica
261,7.443124587240221,2.964953504095695,5.7953442798862325,0.8376536569663234,Iris-setosa
262,7.862717242377382,3.405093470143344,0.9775554916795987,1.935672639958009,Iris-setosa
263,4.620960844807122,3.308231818305969,3.9183699777350323,1.6596322257239235,Iris-setosa
264,6.2609722340144565,3.1341869966023297,5.424057282111338,0.9145661679072142,Iris-virginica
265,6.025136332669975,3.3881927577209945,4.925825805030876,0.8761787077297378,Iris-setosa
266,6.41355820892475,2.7101875751950457,2.198546348610548,1.8045955453633544,Iris-versicolor
267,8.59611494848906,3.825244615508035,2.5169437023242365,0.4681640614496507,Iris-virginica
268,6.77783869760124,2.889794565371477,1.227968269866282,-0.14613380031897694,Iris-virginica
269,8.429913038610668,4.132962508966656,0.8261402175052746,1.5661423789327018,Iris-setosa
270,7.844063725580039,2.8532716789066015,3.509472904102185,0.004343991703083971,Iris-virginica
271,7.306725966918542,2.6489922216573443,2.0615719484898403,0.05917189136614509,Iris-setosa
272,5.907519427040461,2.5258282165172465,5.17574048852281,0.5539565938266156,Iris-versicolor
273,6.023937284404262,3.426968008009598,-0.01580121677570978,0.7482687552221755,Iris-virginica
274,5.787302463027187,2.3333680551265097,2.9743335078656727,1.7657158333253613,Iris-setosa
275,8.417995504440515,3.004507046773939,4.201021357184187,0.3513881996370353,Iris-virginica
276,8.494762019494171,3.434211716914315,4.4806928889146,-0.11711927713995646,Iris-versicolor
277,6.217376857534325,3.179482649237854,0.2613924436822517,-0.36596339810346373,Iris-virginica
278,5.313786689288756,2.7232408100001737,2.163519596729347,0.13271822115002302,Iris-virginica
279,8.741339687982073,1.950358213014863,1.5709410901856031,-0.3449066234499683,Iris-versicolor
280,7.286632671866029,4.12735420032897,0.8040101828691413,-0.00991563351403929,Iris-setosa
281,6.448939911089036,2.0439485798449413,1.3639974479023216,1.6769837231975049,Iris-versicolor
282,7.8410579993897445,2.973462215790943,1.156015499826848,0.7733552525213792,Iris-setosa
283,7.639490590705604,2.5404897543688754,0.220530325682313,1.1203667516045446,Iris-setosa
284,6.371709232700189,3.202678664918826,3.987763535941433,1.0079983737561289,Iris-virginica
285,4.791298026327199,2.7065194894515874,2.784095677646911,0.23972534783950808,Iris-setosa
286,6.8457307914671235,2.4461626115062893,3.144433041542693,-0.11582884370473084,Iris-versicolor
287,8.165544757676063,2.4166955255458182,0.8192548373223381,0.5556861755808786,Iris-setosa
288,7.602223866089049,3.0284085679959505,0.1578285434276947,0.20561254736661308,Iris-virginica
289,7.174421157356788,2.8879166217107826,1.193660375781214,-0.09212345317082354,Iris-setosa
290,8.324471111868169,2.6025437400207463,0.580922796864864,-0.4089462855001716,Iris-setosa
291,8.32709162518002,2.9516873324096182,0.22289517411172,-0.16635670056204316,Iris-virginica
292,8.077779993804288,2.9837221068841044,0.8369512000071111,-0.17781213809810414,Iris-virginica
293,6.2525168856333675,2.667064923381039,2.403492199100858,0.08547964444403433,Iris-versicolor
294,5.623688658224595,3.303411456174977,0.36830675530535717,1.7785985221277958,Iris-setosa
295,7.729103035626187,2.47167952839842,1.1549109300580913,0.3056784282832967,Iris-virginica
296,6.516246883460118,2.92423115108896,5.722823153465978,0.7549850556114351,Iris-virginica
297,7.044166175361044,2.535282078298269,3.3165556238807703,-0.11461746272980494,Iris-setosa
298,6.605496415369554,2.825683917127948,3.0972586989425586,1.0116312873903057,Iris-setosa
299,4.968507149646537,2.1543480019680374,1.2195466649182143,0.8772912855720842,Iris-virginica
300,8.853979646533936,2.3578812930235116,2.178213091967693,0.9995526093073418,Iris-versicolor
301,7.928193633794718,2.0357691023359514,4.121635089961583,0.15521047425319062,Iris-versicolor
302,7.853647292564339,3.7551573028803285,5.139407109248493,0.12893755071804036,Iris-virginica
303,7.975193730403856,3.1264027313760923,0.41015862478221554,1.5158908114939944,Iris-virginica
304,6.637417516291218,3.399864681460938,1.942337393311712,0.5084479984163206,Iris-virginica
305,5.373354035948459,1.9931702457038225,3.3343240519173674,0.35530672709648103,Iris-virginica
306,5.163974775408569,3.6723418939555046,5.432346739348257,-0.003605058184125154,Iris-setosa
307,7.763802276012996,2.8864192040328693,1.6977044962073893,0.027844510186764593,Iris-setosa
308,5.073117381886597,3.1001364054093647,0.9577458546157043,1.377692346692086,Iris-virginica
309,6.163600427089779,3.6657034436677405,0.38548457701322536,1.3113511789406964,Iris-virginica
310,7.867058751378197,2.010490068724531,2.086674693100399,1.7847442784801475,Iris-setosa
